Temps	Consigne	Mesure
4470.09235213045	315.316700000000	311.800000000000
4500.09215986356	315.813300000000	312.280000000000
4530.09196759667	316.300000000000	312.800000000000
4560.09177595842	316.800000000000	313.300000000000
4590.09158369153	317.300000000000	313.720000000000
4620.09139205329	317.793300000000	314.240000000000
4650.09119978640	318.283300000000	314.720000000000
4680.09100751951	318.783300000000	315.200000000000
4710.09081588126	319.283300000000	315.880000000000
4740.09062361437	319.783300000000	316.520000000000
4770.09043197613	320.266700000000	316.640000000000
4800.09023970924	320.766700000000	317
4830.09004807099	321.266700000000	317.520000000000
4860.09071955922	321.756700000000	318.100000000000
4890.09052792098	322.250000000000	318.600000000000
4920.09033565409	322.750000000000	319.100000000000
4950.09014401584	323.250000000000	319.560000000000
4980.08995174895	323.733300000000	320.040000000000
5010.08976011071	324.233300000000	320.520000000000
5040.08956784382	324.733300000000	321.100000000000
5070.08937557693	325.233300000000	321.560000000000
5100.08918393868	325.716700000000	322
5130.08899167180	326.216700000000	322.500000000000
5160.08880003355	326.716700000000	323
5190.08860776666	327.216700000000	323.500000000000
5220.08841612841	327.700000000000	324.180000000000
5250.08822386153	328.200000000000	324.800000000000
5280.08803159464	328.700000000000	324.940000000000
5310.08783995639	329.200000000000	325.260000000000
5340.08764768950	329.683300000000	325.820000000000
5370.08745605126	330.183300000000	326.440000000000
5400.08726378437	330.683300000000	326.920000000000
5430.08707151748	331.183300000000	327.340000000000
5460.08774363435	331.670000000000	327.820000000000
5490.08755199611	332.166700000000	328.360000000000
5520.08735972922	332.666700000000	328.860000000000
5550.08716809097	333.166700000000	329.300000000000
5580.08697582408	333.650000000000	329.800000000000
5610.08678355719	334.133300000000	330.300000000000
5640.08659191895	334.650000000000	330.800000000000
5670.08639965206	335.141700000000	331.316700000000
5700.08620801381	335.616700000000	331.740000000000
5730.08601574692	336.125000000000	332.250000000000
5760.08668786380	336.625000000000	332.683300000000
5790.08649559691	337.125000000000	333.550000000000
5820.08630395866	337.610000000000	333.960000000000
5850.08611169178	338.100000000000	334.020000000000
5880.08592005353	338.600000000000	334.480000000000
5910.09436785243	339.100000000000	335.140000000000
5940.09503996931	339.583300000000	335.720000000000
5970.09484770242	340.083300000000	336.100000000000
6000.09465606417	340.583300000000	336.600000000000
6030.09446379728	341.083300000000	337.060000000000
6060.09427153039	341.566700000000	337.600000000000
6090.09407989215	342.066700000000	338.100000000000
6120.09388762526	342.566700000000	338.580000000000
6150.09369598701	343.066700000000	339.040000000000
6180.09350372012	343.550000000000	339.580000000000
6210.09331208188	344.050000000000	340.060000000000
6240.09311981499	344.550000000000	340.580000000000
6270.09292754810	345.050000000000	341
6300.09273590985	345.533300000000	341.840000000000
6330.09254364296	346.033300000000	342.080000000000
6360.09235200472	346.533300000000	342.300000000000
6390.09215973783	347.033300000000	342.880000000000
6420.09196809958	347.516700000000	343.500000000000
6450.09177583269	348.016700000000	343.980000000000
6480.09244794957	348.516700000000	344.400000000000
6510.09225568268	349.016700000000	344.880000000000
6540.09206404443	349.500000000000	345.460000000000
6570.09187177754	350	345.880000000000
6600.09168013930	350.500000000000	346.340000000000
6630.09148787241	350.986700000000	346.840000000000
6660.09129560552	351.483300000000	347.320000000000
6690.09110396727	351.983300000000	347.860000000000
6720.09091170039	352.483300000000	348.320000000000
6750.09072006214	352.966700000000	348.800000000000
6780.09052779525	353.466700000000	349.300000000000
6810.09033552836	353.966700000000	350.060000000000
6840.09014389012	354.466700000000	350.500000000000
6870.08995162323	354.956700000000	350.600000000000
6900.08975998498	355.450000000000	351.100000000000
6930.08956771809	355.950000000000	351.720000000000
6960.08937607984	356.450000000000	352.260000000000
6990.08918381296	356.933300000000	352.720000000000
7020.08899154607	357.433300000000	353.140000000000
7050.08966366294	357.933300000000	353.680000000000
7080.08947202470	358.426700000000	354.140000000000
7110.08927975781	358.916700000000	354.640000000000
7140.08908811956	359.416700000000	355.100000000000
7170.08889585267	359.916700000000	355.600000000000
7200.08870358578	360.410000000000	356.140000000000
7230.08851194754	360.900000000000	356.600000000000
7260.08831968065	361.400000000000	357.100000000000
7290.08812804240	361.900000000000	357.600000000000
7320.08793577551	362.386700000000	358.420000000000
7350.08860789239	362.883300000000	358.800000000000
7380.08755187038	363.383300000000	358.940000000000
7410.08735960349	363.883300000000	359.460000000000
7440.08716796524	364.366700000000	360.040000000000
7470.08697569835	364.866700000000	360.540000000000
7500.08678406011	365.366700000000	361.020000000000
7530.08659179322	365.863300000000	361.520000000000
7560.08639952633	366.350000000000	361.980000000000
7590.08620788808	366.850000000000	362.480000000000
7620.08601562120	367.350000000000	362.980000000000
7650.08582398295	367.843300000000	363.440000000000
7680.08563171606	368.333300000000	363.940000000000
7710.08544007781	368.833300000000	364.440000000000
7740.08524781093	369.333300000000	364.960000000000
7770.08505554404	369.820000000000	365.380000000000
7800.08486390579	370.316700000000	365.920000000000
7830.08467163890	370.808300000000	366.375000000000
7860.08448000065	371.308300000000	366.900000000000
7890.08515211753	371.813300000000	367.700000000000
7920.08582360576	372.283300000000	367.800000000000
7950.08649572264	372.791700000000	368.133300000000
7980.08630408439	373.291700000000	368.800000000000
8010.08611181750	373.776700000000	369.300000000000
8040.08591955062	374.266700000000	369.760000000000
8070.08572791237	374.775000000000	370.233300000000
8100.08553564548	375.266700000000	370.780000000000
8130.08534400723	375.750000000000	371.240000000000
8160.08515174034	376.250000000000	371.720000000000
8190.09446392301	376.750000000000	372.260000000000
8220.10723175480	377.250000000000	372.680000000000
8250.11999958660	377.733300000000	373.220000000000
8280.13190366327	378.233300000000	373.620000000000
8310.14380773995	378.733300000000	374.120000000000
8340.15657557174	379.233300000000	374.600000000000
8370.16847964841	379.716700000000	375.120000000000
8400.18038372509	380.216700000000	376
8430.19228780176	380.716700000000	376.200000000000
8460.20419187843	381.216700000000	376.440000000000
8490.21609595511	381.710000000000	377.100000000000
8520.22886378690	382.200000000000	377.600000000000
8550.24076786357	382.700000000000	378.080000000000
8580.25267194025	383.200000000000	378.520000000000
8610.26457601692	383.693300000000	379.060000000000
8640.27734384872	384.183300000000	379.500000000000
8670.28924792539	384.683300000000	380.040000000000
8700.30115200206	385.183300000000	380.520000000000
8730.31391983386	385.676700000000	381
8760.32582391053	386.166700000000	381.480000000000
8790.33859174232	386.666700000000	382
8820.35049581900	387.166700000000	382.480000000000
8850.36239989567	387.663400000000	382.980000000000
8880.37516772747	388.150000000000	383.540000000000
8910.38707180414	388.650000000000	384.160000000000
8940.39983963593	389.150000000000	384.300000000000
8970.41174371261	389.633300000000	384.760000000000
9000.42451154440	390.133300000000	385.460000000000
9030.43641562107	390.633300000000	385.900000000000
9060.45004783663	391.133300000000	386.300000000000
9090.44985556975	391.616700000000	386.820000000000
9120.44966393150	392.116700000000	387.340000000000
9150.44947166461	392.616700000000	387.800000000000
9180.44928002636	393.116700000000	388.320000000000
9210.44908775947	393.600000000000	388.780000000000
9240.44889612123	394.100000000000	389.300000000000
9270.44870385434	394.600000000000	389.800000000000
9300.44851158745	395.083300000000	390.280000000000
9330.44831994920	395.583300000000	390.780000000000
9360.44812768232	396.083300000000	391.260000000000
9390.44793604407	396.583300000000	391.720000000000
9420.44774377718	397.076700000000	392.280000000000
9450.44755213893	397.566700000000	393.080000000000
9480.44735987205	398.066700000000	393.120000000000
9510.44716760516	398.566700000000	393.580000000000
9540.44611158315	399.050000000000	394.160000000000
9570.44591994490	399.550000000000	394.760000000000
9600.44572767801	400.050000000000	395.080000000000
9630.44553603976	400.546700000000	395.680000000000
9660.44534377288	401.033300000000	396.120000000000
9690.44515213463	401.533300000000	396.640000000000
9720.44495986774	402.033300000000	397.040000000000
9750.44476760085	402.530000000000	397.600000000000
9780.44457596261	403.016700000000	398.080000000000
9810.44438369572	403.516700000000	398.500000000000
9840.44419205747	404.016700000000	399.080000000000
9870.44399979058	404.506700000000	399.560000000000
9900.44380752369	405	400.020000000000
9930.44361588545	405.500000000000	400.520000000000
9960.44342361856	406	401.360000000000
9990.44323198031	406.490000000000	401.380000000000
10020.4430397134	406.983300000000	401.800000000000
10050.4428480751	407.483300000000	402.540000000000
10080.4426558082	407.983300000000	402.960000000000
10110.4424635414	408.466700000000	403.420000000000
10140.4422719031	408.966700000000	403.940000000000
10170.4420796362	409.466700000000	404.500000000000
10200.4418879980	409.966700000000	404.880000000000
10230.4416957311	410.450000000000	405.340000000000
10260.4415040928	410.950000000000	405.860000000000
10290.4413118259	411.450000000000	406.360000000000
10320.4411195591	411.943300000000	406.840000000000
10350.4409279208	412.433300000000	407.460000000000
10380.4407356539	412.933300000000	407.840000000000
10410.4405440157	413.433300000000	408.300000000000
10440.4403517488	413.923400000000	409.220000000000
10470.4401601105	414.416700000000	409.380000000000
10500.4399678437	414.916700000000	409.580000000000
10530.4397755768	415.416700000000	410.240000000000
10560.4395839385	415.916700000000	410.800000000000
10590.4393916716	416.400000000000	411.280000000000
10620.4392000334	416.900000000000	411.700000000000
10650.4381440114	417.400000000000	412.260000000000
10680.4379517445	417.900000000000	412.700000000000
10710.4377601062	418.383300000000	413.240000000000
10740.4375678393	418.883300000000	413.680000000000
10770.4373755725	419.383300000000	414.220000000000
10800.4371839342	419.883300000000	414.640000000000
10830.4369916673	420.366700000000	415.100000000000
10860.4368000291	420.866700000000	415.660000000000
10890.4366077622	421.366700000000	416.100000000000
10920.4364161239	421.866700000000	416.600000000000
10950.4362238571	422.360000000000	417.100000000000
10980.4360315902	422.841700000000	417.800000000000
11010.4358399519	423.341700000000	418.325000000000
11040.4356476850	423.841700000000	418.433300000000
11070.4354560468	424.337500000000	418.900000000000
11100.4352637799	424.816700000000	419.640000000000
11130.4350721416	425.325000000000	420
11160.4348798748	425.825000000000	420.516700000000
11190.4346876079	426.313300000000	421
11220.4344959696	426.800000000000	421.500000000000
11250.4343037027	427.300000000000	422
11280.4341120645	427.800000000000	422.500000000000
11310.4339197976	428.286700000000	422.960000000000
11340.4449601192	428.783300000000	423.460000000000
11370.4447678523	429.283300000000	423.900000000000
11400.4445755854	429.783300000000	424.480000000000
11430.4443839471	430.266700000000	424.880000000000
11460.4441916802	430.766700000000	425.360000000000
11490.4440000420	431.266700000000	426.260000000000
11520.4438077751	431.766700000000	426.440000000000
11550.4436161369	432.250000000000	426.620000000000
11580.4434238700	432.750000000000	427.360000000000
11610.4432316031	433.250000000000	427.820000000000
11640.4430399648	433.733300000000	428.340000000000
11670.4428476979	434.233300000000	428.800000000000
11700.4426560597	434.733300000000	429.320000000000
11730.4424637928	435.233300000000	429.820000000000
11760.4422715259	435.716700000000	430.320000000000
11790.4420798877	436.216700000000	430.800000000000
11820.4418876208	436.716700000000	431.260000000000
11850.4416959825	437.216700000000	431.760000000000
11880.4415037157	437.700000000000	432.240000000000
11910.4413120774	438.200000000000	432.640000000000
11940.4411198105	438.700000000000	433.220000000000
11970.4409275436	439.200000000000	433.660000000000
12000.4407359054	439.683300000000	434.220000000000
12030.4405436385	440.183300000000	434.980000000000
12060.4403520002	440.683300000000	435.300000000000
12090.4401597334	441.183300000000	435.480000000000
12120.4399680951	441.666700000000	436.100000000000
12150.4397758282	442.166700000000	436.760000000000
12180.4395835613	442.666700000000	437.040000000000
12210.4393919231	443.166700000000	437.600000000000
12240.4391996562	443.653400000000	438.100000000000
12270.4390080180	444.150000000000	438.580000000000
12300.4388157511	444.650000000000	439.100000000000
12330.4386241128	445.150000000000	439.560000000000
12360.4384318459	445.636700000000	442.120000000000
12390.4382395790	446.133400000000	445.240000000000
12420.4380479408	446.633400000000	447.240000000000
12450.4378556739	447.133400000000	448.520000000000
12480.4376640357	447.616700000000	449
12510.4374717688	448.116700000000	448.840000000000
12540.4372801305	448.616700000000	449.100000000000
12570.4370878636	449.116700000000	449.220000000000
12600.4368955967	449.600000000000	449.320000000000
12630.4367039585	454	449.620000000000
12660.4365116916	474	464.560000000000
12690.4363200534	493.333300000000	494.720000000000
12720.4361277865	513.333300000000	506.260000000000
12750.4359355196	533.333300000000	532.080000000000
12780.4357438813	553.333300000000	547.380000000000
12810.4355516145	572.666700000000	569.600000000000
12840.4353599762	592.666700000000	587
12870.4351677093	612.666700000000	607.320000000000
12900.4349760711	632.400000000000	625.840000000000
12930.4347838042	652	645.240000000000
12960.4345915373	672	664.280000000000
12990.4343998990	692	683.340000000000
13020.4342076322	711.333300000000	702.080000000000
13050.4340159939	731.333300000000	721.960000000000
13080.4338237270	751.333300000000	740.340000000000
13110.4336320888	770.933300000000	759.620000000000
13140.4334398219	790.666700000000	778.920000000000
13170.4332475550	810.666700000000	798.620000000000
13200.4330559168	830.400000000000	818.380000000000
13230.4328636499	849.666700000000	838.600000000000
13260.4335357667	869.666700000000	858.783300000000
13290.4333441285	889.666700000000	878.800000000000
13320.4331518616	900	893.820000000000
13350.4329595947	900	900.733300000000
13380.4327679565	900	906
13410.4325756896	900	909
13440.4323840513	900	909.940000000000
13470.4321917844	900	909.750000000000
13500.4319995176	900	909.220000000000
13530.4318078793	900	908
13560.4316156124	900	906.860000000000
13590.4314239742	900	905.860000000000
13620.4433280508	900	904.620000000000
13650.4560958826	900	903
13680.4679999593	900	902.340000000000
13710.4807677911	900	901.820000000000
13740.4935356229	900	900.940000000000
13770.5054396996	900	900.740000000000
13800.5182075314	900	900.140000000000
13830.5309759918	900	899.760000000000
13860.5368318967	900	899.860000000000
13890.5366396298	900	899.900000000000
13920.5364479916	900	899.560000000000
13950.5362557247	900	899.960000000000
13980.5360640864	900	899.820000000000
14010.5358718195	900	899.700000000000
14040.5356795527	900	899.800000000000
14070.5354879144	900	899.900000000000
14100.5352956475	900	900.040000000000
14130.5351040093	900	900.140000000000
14160.5349117424	900	900.020000000000
14190.5347201041	900	900.260000000000
14220.5345278372	900	900.180000000000
14250.5343355704	900	900.100000000000
14280.5341439321	900	900.040000000000
14310.5339516652	900	900.340000000000
14340.5337600270	900	900.080000000000
14370.5335677601	900	900.380000000000
14400.5333761218	900	900.100000000000
14430.5331838550	900	900
14460.5329915881	900	900.100000000000
14490.5327999498	900	900.060000000000
14520.5326076829	900	900.020000000000
14550.5324160447	900	900.020000000000
14580.5322237778	900	900.180000000000
14610.5320321395	900	900.080000000000
14640.5318398727	900	900.280000000000
14670.5316476058	900	900.160000000000
14700.5314559675	900	899.980000000000
14730.5312637006	900	900.020000000000
14760.5310720624	900	900.040000000000
14790.5317435506	900	900.040000000000
14820.5315519124	900	900
14850.5313596455	900	900
14880.5311680072	900	900
14910.5309757404	900	900
14940.5307841021	900	899.780000000000
14970.5305918352	900	899.920000000000
15000.5303995683	900	900.100000000000
15030.5302079301	900	899.820000000000
15060.5300156632	900	900
15090.5298240249	900	900
15120.5296317581	900	900.340000000000
15150.5294401198	900	900.100000000000
15180.5292478529	900	899.880000000000
15210.5290555860	900	900.060000000000
15240.5288639478	900	900.020000000000
15270.5286716809	900	900.080000000000
15300.5284800427	900	899.900000000000
15330.5282877758	900	900.280000000000
15360.5280961375	900	900.060000000000
15390.5279038706	900	900.040000000000
15420.5277116037	900	900
15450.5275199655	900	900
15480.5273276986	900	900.080000000000
15510.5271360604	900	899.900000000000
15540.5269437935	900	900.020000000000
15570.5267515266	900	900
15600.5265598883	900	899.880000000000
15630.5263676214	900	900.160000000000
15660.5261759832	900	900.100000000000
15690.5259837163	900	900.280000000000
15720.5257920781	900	900
15750.5255998112	900	900.040000000000
15780.5254075443	900	900.050000000000
15810.5260796612	900	899.900000000000
15840.5258880229	900	900.540000000000
15870.5256957560	900	899.850000000000
15900.5255041178	900	900.075000000000
15930.5253118509	900	899.980000000000
15960.5251195840	900	899.940000000000
15990.5249279458	900	900.080000000000
16020.5256000626	900	899.980000000000
16050.5254077957	900	899.820000000000
16080.5269436677	900	900
16110.5405758833	900	899.920000000000
16140.5403836164	900	899.880000000000
16170.5401919782	900	900
16200.5399997113	900	900.140000000000
16230.5398080730	900	900.040000000000
16260.5396158061	900	899.920000000000
16290.5394235393	900	900.240000000000
16320.5392319010	900	900.060000000000
16350.5390396341	900	899.780000000000
16380.5388479959	900	900.060000000000
16410.5386557290	900	899.800000000000
16440.5384640907	900	899.900000000000
16470.5382718238	900	900.040000000000
16500.5380795570	900	899.880000000000
16530.5387516738	900	900.020000000000
16560.5385600356	900	899.980000000000
16590.5383677687	900	899.920000000000
16620.5381761305	900	899.940000000000
16650.5379838636	900	900.300000000000
16680.5377915967	900	900.120000000000
16710.5375999584	900	900.060000000000
16740.5374076915	900	900.120000000000
16770.5372160533	900	900.020000000000
16800.5370237864	900	900.240000000000
16830.5368315195	900	900.080000000000
16860.5366398813	900	900.120000000000
16890.5364476144	900	899.900000000000
16920.5362559761	900	899.920000000000
16950.5360637092	900	900.100000000000
16980.5358720710	900	900.020000000000
17010.5356798041	900	900.080000000000
17040.5354875372	900	900.040000000000
17070.5352958990	900	899.840000000000
17100.5351036321	900	899.900000000000
17130.5349119938	900	900.280000000000
17160.5347197270	900	899.980000000000
17190.5345280887	900	899.980000000000
17220.5343358218	900	900.060000000000
17250.5341435549	900	900.140000000000
17280.5339519167	900	899.980000000000
17310.5337596498	900	899.720000000000
17340.5335680115	900	900.120000000000
17370.5333757447	900	899.800000000000
17400.5331841064	900	900.100000000000
17430.5338555946	900	899.960000000000
17460.5336639564	900	899.760000000000
17490.5334716895	900	899.820000000000
17520.5332800513	900	900.240000000000
17550.5330877844	900	900.040000000000
17580.5328955175	900	899.980000000000
17610.5327038792	900	900.060000000000
17640.5325116124	900	900
17670.5323199741	900	900.020000000000
17700.5321277072	900	900.240000000000
17730.5319360690	900	900
17760.5317438021	900	900.020000000000
17790.5315515352	900	899.940000000000
17820.5313598969	900	900.180000000000
17850.5311676301	900	900.180000000000
17880.5309759918	900	900.020000000000
17910.5307837249	900	899.940000000000
17940.5305920867	900	900
17970.5303998198	900	899.740000000000
18000.5302075529	900	900.080000000000
18030.5300159147	900	900.040000000000
18060.5298236478	900	899.760000000000
18090.5296320095	900	900
18120.5294397426	900	900.020000000000
18150.5292481044	900	900
18180.5290558375	900	899.866700000000
18210.5288635706	900	900.400000000000
18240.5295356875	900	900
18270.5310715595	900	900.080000000000
18300.5317436764	900	900.020000000000
18330.5324157932	900	900.140000000000
18360.5322235263	900	900
18390.5320318881	900	900.060000000000
18420.5318396212	900	900.280000000000
18450.5316479830	900	900.040000000000
18480.5314557161	900	900.160000000000
18510.5312640778	900	899.960000000000
18540.5310718109	900	899.860000000000
18570.5317439278	900	900
18600.5315516609	900	899.960000000000
18630.5313600227	900	899.900000000000
18660.5311677558	900	899.880000000000
18690.5309761175	900	899.860000000000
18720.5307838506	900	900.240000000000
18750.5305915838	900	900.160000000000
18780.5303999455	900	900.100000000000
18810.5302076786	900	900.100000000000
18840.5300160404	900	900.060000000000
18870.5298237735	900	900.100000000000
18900.5296321352	900	900.100000000000
18930.5294398684	900	899.920000000000
18960.5292476015	900	899.940000000000
18990.5290559632	900	899.980000000000
19020.5288636963	900	899.880000000000
19050.5286720581	900	899.860000000000
19080.5284797912	900	899.900000000000
19110.5282875243	900	899.840000000000
19140.5280958861	900	900
19170.5279036192	900	899.880000000000
19200.5277119809	900	899.900000000000
19230.5275197140	900	899.900000000000
19260.5273280758	900	899.740000000000
19290.5271358089	900	899.980000000000
19320.5269435420	900	900.120000000000
19350.5267519038	900	900.040000000000
19380.5265596369	900	900.180000000000
19410.5272317538	900	899.660000000000
19440.5270401155	900	899.840000000000
19470.5268478486	900	900
19500.5266555817	900	899.960000000000
19530.5264639435	900	899.860000000000
19560.5262716766	900	900.060000000000
19590.5260800383	900	899.840000000000
19620.5258877715	900	899.880000000000
19650.5256961332	900	900
19680.5255038663	900	900.120000000000
19710.5253115994	900	899.840000000000
19740.5251199612	900	900.160000000000
19770.5249276943	900	900.040000000000
19800.5247360561	900	900
19830.5254075443	900	900.020000000000
19860.5252159060	900	900.240000000000
19890.5250236392	900	900.020000000000
19920.5248320009	900	900.180000000000
19950.5246397340	900	900
19980.5253118509	900	900.040000000000
20010.5251195840	900	900.200000000000
20040.5249279458	900	899.880000000000
20070.5247356789	900	900.100000000000
20100.5245440406	900	899.640000000000
20130.5243517737	900	899.920000000000
20160.5241601355	900	899.780000000000
20190.5239678686	900	899.820000000000
20220.5237756017	900	899.940000000000
20250.5235839635	900	899.900000000000
20280.5233916966	900	900.150000000000
20310.5232000583	900	900.060000000000
20340.5230077914	900	900.040000000000
20370.5228155246	900	900.020000000000
20400.5226238863	900	899.800000000000
20430.5224316194	900	900.075000000000
20460.5222399812	900	900
20490.5220477143	900	900.140000000000
20520.5218560760	900	899.920000000000
20550.5225275643	900	900.020000000000
20580.5214715423	900	899.960000000000
20610.5221436591	887.333300000000	897.580000000000
20640.5219520209	867.333300000000	881.680000000000
20670.5217597540	847.466700000000	862.720000000000
20700.5215681158	828	841.220000000000
20730.5213758489	808	817.580000000000
20760.5211835820	788	793.100000000000
20790.5209919437	768.400000000000	770.880000000000
20820.5207996768	748.666700000000	751.500000000000
20850.5206080386	728.666700000000	731.800000000000
20880.5204157717	708.666700000000	711.960000000000
20910.5202241335	689.333300000000	693.340000000000
20940.5200318666	669.333300000000	673.580000000000
20970.5198395997	649.333300000000	653.580000000000
21000.5196479614	629.600000000000	634.460000000000
21030.5194556945	610	615.200000000000
21060.5192640563	590	595.620000000000
21090.5190717894	570.400000000000	575.720000000000
21120.5188795225	550.666700000000	556.260000000000
21150.5186878843	530.666700000000	536.880000000000
